age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,split,capital_gain_topcoded,hours_iqr_outlier,high_sampling_weight,income_binary,net_capital,has_capital_gain,has_capital_loss,log_capital_gain,log_fnlwgt,age_group,hours_group,is_united_states,is_married,workclass_simplified
22,Private,224969,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,12.323722338963545,17-24,standard_40,1,0,Private
22,Private,209034,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,12.25025698104123,17-24,reduced,1,0,Private
33,Unknown,177733,7th-8th,4,Never-married,Unknown,Not-in-family,White,Female,0,0,30,United-States,<=50K,test,0,1,0,0,0,0,0,0.0,12.088043329549281,25-34,reduced,1,0,Unpaid/Unknown
19,Private,57366,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,30,United-States,<=50K,test,0,1,0,0,0,0,0,0.0,10.957224504089886,17-24,reduced,1,0,Private
23,Private,35633,7th-8th,4,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,10.481055517243915,17-24,standard_40,1,0,Private
29,Private,191177,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States,<=50K,test,0,1,0,0,0,0,0,0.0,12.160960210217704,25-34,very_high,1,0,Private
75,Private,199826,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,36,United-States,>50K,test,0,0,0,1,0,0,0,0.0,12.205207271201795,65+,standard_40,1,0,Private
54,Self-emp-not-inc,94323,9th,5,Married-civ-spouse,Craft-repair,Wife,Amer-Indian-Eskimo,Female,0,2163,15,United-States,<=50K,test,0,1,0,0,-2163,0,1,0.0,11.45449094313306,45-54,part_time,1,1,Self-employed
60,Unknown,380268,Prof-school,15,Married-civ-spouse,Unknown,Husband,White,Male,0,0,40,United-States,>50K,test,0,0,0,1,0,0,0,0.0,12.848634176000115,55-64,standard_40,1,1,Unpaid/Unknown
90,Private,272752,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,10,United-States,<=50K,test,0,1,0,0,0,0,0,0.0,12.516321902718238,65+,part_time,1,0,Private
34,Private,228386,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,Black,Female,0,0,70,United-States,<=50K,test,0,1,0,0,0,0,0,0.0,12.338796837455853,25-34,very_high,1,1,Private
20,Private,187149,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Female,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,12.139665713332574,17-24,standard_40,1,0,Private
24,Local-gov,335439,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,12.723198381844645,17-24,standard_40,1,0,Government
24,Private,250630,Bachelors,13,Never-married,Sales,Unmarried,White,Female,0,0,45,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,12.431737016906036,17-24,overtime,1,0,Private
45,Local-gov,272182,Some-college,10,Married-civ-spouse,Tech-support,Husband,Black,Male,5013,0,40,United-States,<=50K,test,0,0,0,0,5013,1,0,8.519989278718239,12.514229913171281,45-54,standard_40,1,1,Government
29,Private,108574,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K,test,0,0,0,1,0,0,0,0.0,11.595196457403022,25-34,standard_40,1,0,Private
47,State-gov,185400,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,test,0,0,0,1,0,0,0,0.0,12.130276325842603,45-54,standard_40,1,1,Government
24,Private,406641,HS-grad,9,Never-married,Sales,Unmarried,White,Female,0,0,50,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,12.91568847046399,17-24,overtime,1,0,Private
29,Private,103634,HS-grad,9,Never-married,Protective-serv,Unmarried,White,Male,0,0,35,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,11.548630389591004,25-34,reduced,1,0,Private
46,Private,261059,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,test,0,0,0,1,0,0,0,0.0,12.47250554494278,45-54,standard_40,1,1,Private
66,Private,199374,Masters,14,Widowed,Sales,Unmarried,White,Female,0,0,20,United-States,<=50K,test,0,1,0,0,0,0,0,0.0,12.202942752521245,65+,part_time,1,0,Private
41,Private,405172,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,Unknown,>50K,test,0,0,0,1,0,0,0,0.0,12.912069415375433,35-44,standard_40,0,1,Private
32,Private,147654,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,United-States,>50K,test,0,0,0,1,-1902,0,1,0.0,11.902633750465954,25-34,standard_40,1,1,Private
51,Private,129301,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,11.769906032544421,45-54,overtime,1,1,Private
29,Private,173789,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,12.065602952758779,25-34,standard_40,1,1,Private
29,Private,212588,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,12.267116003193927,25-34,standard_40,1,1,Private
39,Self-emp-not-inc,457453,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,13.033431612194493,35-44,standard_40,1,1,Self-employed
65,Private,187493,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,20051,0,40,Germany,>50K,test,0,0,0,1,20051,1,0,9.906084178383393,12.141502123880592,65+,standard_40,0,1,Private
57,Self-emp-not-inc,20953,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,2129,70,United-States,<=50K,test,0,1,0,0,-2129,0,1,0.0,9.950084837912911,55-64,very_high,1,1,Self-employed
40,Private,131650,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,11.787909760793822,35-44,standard_40,1,1,Private
60,Private,290754,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Unknown,<=50K,test,0,0,0,0,0,0,0,0.0,12.580236267137604,55-64,standard_40,0,0,Private
46,State-gov,114396,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,test,0,0,0,1,0,0,0,0.0,11.647430133807761,45-54,standard_40,1,1,Government
19,Private,202102,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,12.216532747418105,17-24,standard_40,1,0,Private
47,Private,318360,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,55,United-States,>50K,test,0,1,0,1,0,0,0,0.0,12.670941238012981,45-54,very_high,1,1,Private
39,Private,160916,9th,5,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,11.988643983086067,35-44,standard_40,1,0,Private
32,Unknown,913447,HS-grad,9,Divorced,Unknown,Not-in-family,Black,Female,0,0,40,United-States,<=50K,test,0,0,1,0,0,0,0,0.0,13.724981729260978,25-34,standard_40,1,0,Unpaid/Unknown
30,Private,293931,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,United-States,<=50K,test,0,1,0,0,0,0,0,0.0,12.591103727051573,25-34,very_high,1,1,Private
20,Private,230824,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,<=50K,test,0,1,0,0,0,0,0,0.0,12.349415126640828,17-24,reduced,1,0,Private
20,Unknown,358355,12th,8,Never-married,Unknown,Unmarried,White,Female,0,0,35,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,12.78928218468918,17-24,reduced,1,0,Unpaid/Unknown
62,Private,584259,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,<=50K,test,0,0,1,0,0,0,0,0.0,13.27810136821526,55-64,overtime,1,1,Private
44,Unknown,208726,HS-grad,9,Married-civ-spouse,Unknown,Wife,White,Female,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,12.24878245700216,35-44,standard_40,1,1,Unpaid/Unknown
38,Private,185556,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K,test,0,0,0,1,0,0,0,0.0,12.131117391457558,35-44,overtime,1,0,Private
58,Local-gov,100054,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,test,0,0,0,1,0,0,0,0.0,11.513475313775665,55-64,standard_40,1,1,Government
44,Private,172307,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,United-States,>50K,test,0,0,0,1,7688,1,0,8.94754601503218,12.057038852082377,35-44,overtime,1,1,Private
45,Private,30840,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,27828,0,50,United-States,>50K,test,0,0,0,1,27828,1,0,10.233833921427351,10.336600252573104,45-54,overtime,1,0,Private
27,Private,147839,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,38,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,11.90388588687551,25-34,standard_40,1,0,Private
51,Private,54465,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,48,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,10.905331932762941,45-54,overtime,1,0,Private
52,Federal-gov,418640,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,Haiti,>50K,test,0,0,0,1,15024,1,0,9.617470759403409,12.944769029730415,45-54,standard_40,0,1,Government
34,Private,222130,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,12.31102257690981,25-34,standard_40,1,0,Private
41,Private,187336,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,12.140664412969908,35-44,standard_40,1,0,Private
30,Local-gov,321024,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,12.679274280699474,25-34,standard_40,1,1,Government
44,Private,351262,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,38,United-States,>50K,test,0,0,0,1,0,0,0,0.0,12.76929050962137,35-44,standard_40,1,1,Private
28,Private,181597,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,12.109550731872824,25-34,standard_40,1,0,Private
41,Private,694105,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K,test,0,0,1,0,0,0,0,0.0,13.45037996557788,35-44,standard_40,1,0,Private
60,Private,241013,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,12.392610302071866,55-64,standard_40,1,1,Private
44,Self-emp-inc,223881,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,Unknown,>50K,test,0,0,0,1,0,0,0,0.0,12.31887440632255,35-44,overtime,0,1,Self-employed
40,Federal-gov,158796,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,Philippines,<=50K,test,0,0,0,0,0,0,0,0.0,11.975381935929065,35-44,standard_40,0,0,Government
41,Private,248476,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,12.42310556490332,35-44,standard_40,1,1,Private
49,Private,191277,Assoc-voc,11,Divorced,Craft-repair,Own-child,White,Male,0,0,30,Thailand,<=50K,test,0,1,0,0,0,0,0,0.0,12.161483146201341,45-54,reduced,0,0,Private
26,Private,273876,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,60,United-States,<=50K,test,0,1,0,0,0,0,0,0.0,12.520434379472656,25-34,very_high,1,0,Private
33,Private,402848,HS-grad,9,Married-spouse-absent,Adm-clerical,Other-relative,White,Female,0,0,32,United-States,<=50K,test,0,1,0,0,0,0,0,0.0,12.906317080888744,25-34,reduced,1,1,Private
62,Private,82906,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,4064,0,35,England,<=50K,test,0,0,0,0,4064,1,0,8.310169021981912,11.32547477664184,55-64,reduced,0,1,Private
45,Private,153682,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,>50K,test,0,0,0,1,0,0,0,0.0,11.942647318334673,45-54,standard_40,1,1,Private
52,Private,122412,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,99999,0,35,United-States,>50K,test,1,0,0,1,99999,1,0,11.512925464970229,11.715155852570897,45-54,reduced,1,1,Private
26,Private,216819,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,12.286822795215283,25-34,standard_40,1,1,Private
47,Private,189680,HS-grad,9,Separated,Craft-repair,Unmarried,White,Male,0,0,40,United-States,>50K,test,0,0,0,1,0,0,0,0.0,12.153098992762505,45-54,standard_40,1,0,Private
41,Private,147099,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,11.89886790658953,35-44,standard_40,1,0,Private
38,Private,288158,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K,test,0,0,0,1,0,0,0,0.0,12.571267690109481,35-44,overtime,1,1,Private
32,Private,146161,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,test,0,0,0,1,0,0,0,0.0,11.892470874592641,25-34,standard_40,1,1,Private
65,Unknown,104454,Bachelors,13,Widowed,Unknown,Unmarried,White,Female,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,11.55651163563315,65+,standard_40,1,0,Unpaid/Unknown
50,Private,91475,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,11.423831921776275,45-54,standard_40,1,1,Private
32,Self-emp-not-inc,151868,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,5013,0,65,United-States,<=50K,test,0,1,0,0,5013,1,0,8.519989278718239,11.93077358612372,25-34,very_high,1,1,Self-employed
19,Private,118306,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,11.68103821981354,17-24,standard_40,1,0,Private
33,Private,51543,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,60,United-States,<=50K,test,0,1,0,0,0,0,0,0.0,10.850191090818479,25-34,very_high,1,1,Private
34,Private,69727,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,<=50K,test,0,0,0,0,0,0,0,0.0,11.152357237744347,25-34,standard_40,0,1,Private
60,Private,186000,10th,6,Separated,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,12.133507329024972,55-64,standard_40,1,0,Private
25,Private,48280,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,10.784793387507323,25-34,standard_40,1,0,Private
47,Private,186935,11th,7,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,12.138521591267894,45-54,standard_40,1,1,Private
24,Federal-gov,104164,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,11.553731459362481,17-24,standard_40,1,1,Government
38,Private,339677,Masters,14,Divorced,Tech-support,Unmarried,White,Female,0,0,40,Unknown,>50K,test,0,0,0,1,0,0,0,0.0,12.73575338902526,35-44,standard_40,0,0,Private
37,Private,123586,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,1902,73,Unknown,>50K,test,0,1,0,1,-1902,0,1,0.0,11.724700640480608,35-44,very_high,0,1,Private
19,Private,150073,Some-college,10,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,25,United-States,<=50K,test,0,1,0,0,0,0,0,0.0,11.918883784762844,17-24,reduced,1,0,Private
24,Private,59792,Masters,14,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,10.998643876230847,17-24,standard_40,1,0,Private
52,Private,24185,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,84,United-States,<=50K,test,0,1,0,0,0,0,0,0.0,10.09352923234522,45-54,very_high,1,0,Private
87,Unknown,97295,HS-grad,9,Widowed,Unknown,Not-in-family,White,Female,0,0,3,United-States,<=50K,test,0,1,0,0,0,0,0,0.0,11.485513157359891,65+,part_time,1,0,Unpaid/Unknown
27,Without-pay,35034,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Female,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,10.464102840804633,25-34,standard_40,1,0,Unpaid/Unknown
46,Private,118714,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,>50K,test,0,0,0,1,7298,1,0,8.895492631451633,11.684480941611342,45-54,standard_40,1,1,Private
33,Private,230883,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,0,2824,48,United-States,>50K,test,0,0,0,1,-2824,0,1,0.0,12.349670698874947,25-34,overtime,1,0,Private
45,Private,149224,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,50,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,11.91321051303685,45-54,overtime,1,0,Private
35,Private,122493,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,11.715817328175543,35-44,standard_40,1,1,Private
58,Private,441227,11th,7,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,60,United-States,<=50K,test,0,1,0,0,0,0,0,0.0,12.997317027629734,55-64,very_high,1,1,Private
45,Local-gov,272792,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,50,United-States,>50K,test,0,0,0,1,0,0,0,0.0,12.516468544798178,45-54,overtime,1,1,Government
41,Private,303521,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,4650,0,45,United-States,<=50K,test,0,0,0,0,4650,1,0,8.444837529224097,12.623209374498739,35-44,overtime,1,0,Private
40,Private,226027,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,20,United-States,<=50K,test,0,1,0,0,0,0,0,0.0,12.32841416438553,35-44,part_time,1,1,Private
36,Private,94565,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,11.457053282403596,35-44,standard_40,1,0,Private
65,Self-emp-not-inc,336848,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,12.727390037703978,65+,standard_40,1,1,Self-employed
20,Private,162688,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,11.999595681825035,17-24,reduced,1,0,Private
30,State-gov,45737,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,10.73068474121633,25-34,standard_40,1,0,Government
60,Unknown,147393,Bachelors,13,Married-civ-spouse,Unknown,Husband,White,Male,0,0,30,United-States,<=50K,test,0,1,0,0,0,0,0,0.0,11.900864552345785,55-64,reduced,1,1,Unpaid/Unknown
52,Private,335997,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,7688,0,38,United-States,>50K,test,0,0,0,1,7688,1,0,8.94754601503218,12.724860486546673,45-54,standard_40,1,1,Private
26,Private,96645,Doctorate,16,Never-married,Craft-repair,Other-relative,Black,Male,0,0,20,United-States,<=50K,test,0,1,0,0,0,0,0,0.0,11.478810097334096,25-34,part_time,1,0,Private
35,State-gov,43712,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,10.685400819681965,35-44,overtime,1,1,Government
45,Private,101825,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,5721,0,45,United-States,<=50K,test,0,0,0,0,5721,1,0,8.652073673610056,11.53102075323932,45-54,overtime,1,0,Private
45,Private,102318,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,test,0,0,0,1,0,0,0,0.0,11.535850662944606,45-54,overtime,1,1,Private
40,State-gov,132125,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,11.791511291734247,35-44,standard_40,1,1,Government
31,Self-emp-inc,229741,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1579,45,United-States,<=50K,test,0,0,0,0,-1579,0,1,0.0,12.344712219154669,25-34,overtime,1,1,Self-employed
60,State-gov,265201,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,test,0,0,0,1,0,0,0,0.0,12.488247078743537,55-64,overtime,1,1,Government
47,Unknown,332884,Bachelors,13,Married-civ-spouse,Unknown,Husband,White,Male,0,0,45,United-States,>50K,test,0,0,0,1,0,0,0,0.0,12.715552363971799,45-54,overtime,1,1,Unpaid/Unknown
39,Private,179481,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,12.097830203330709,35-44,standard_40,1,1,Private
33,Private,304833,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K,test,0,0,0,1,0,0,0,0.0,12.62752264512998,25-34,overtime,1,1,Private
31,Private,341632,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,46,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,12.741492340446122,25-34,overtime,1,1,Private
21,Private,140001,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,11.849411987203688,17-24,standard_40,1,0,Private
30,Private,159123,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,11.977439051472325,25-34,overtime,1,1,Private
33,Private,229636,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,<=50K,test,0,0,0,0,0,0,0,0.0,12.344255080270093,25-34,standard_40,0,0,Private
35,Private,34996,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K,test,0,1,0,0,0,0,0,0.0,10.463017622512156,35-44,reduced,1,0,Private
53,Self-emp-not-inc,67198,7th-8th,4,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,80,United-States,<=50K,test,0,1,0,0,0,0,0,0.0,11.115413645448138,45-54,very_high,1,1,Self-employed
65,Self-emp-inc,323636,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,10605,0,40,United-States,>50K,test,0,0,0,1,10605,1,0,9.269175157697076,12.687377796320044,65+,standard_40,1,1,Self-employed
45,Private,182689,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,7688,0,40,United-States,>50K,test,0,0,0,1,7688,1,0,8.94754601503218,12.115546006330616,45-54,standard_40,1,1,Private
25,Private,51392,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,10.847257255398569,25-34,standard_40,1,0,Private
43,Private,177905,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,test,0,0,0,1,0,0,0,0.0,12.089010599898007,35-44,standard_40,1,1,Private
36,Private,143152,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,11.871669267344737,35-44,standard_40,1,1,Private
37,State-gov,211286,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,12.260972677811807,35-44,overtime,1,0,Government
33,Private,217962,Some-college,10,Never-married,Machine-op-inspct,Unmarried,Black,Male,0,0,40,Unknown,<=50K,test,0,0,0,0,0,0,0,0.0,12.292080602595705,25-34,standard_40,0,0,Private
48,Private,309212,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,Germany,<=50K,test,0,0,0,0,0,0,0,0.0,12.641785638796057,45-54,standard_40,0,0,Private
19,Unknown,97261,Some-college,10,Never-married,Unknown,Own-child,White,Male,594,0,30,United-States,<=50K,test,0,1,0,0,594,1,0,6.38856140554563,11.485163647184558,17-24,reduced,1,0,Unpaid/Unknown
46,Self-emp-not-inc,188273,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,15024,0,50,United-States,>50K,test,0,0,0,1,15024,1,0,9.617470759403409,12.145653627575816,45-54,overtime,1,1,Self-employed
21,Private,93977,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,11.450815991306717,17-24,standard_40,1,0,Private
62,Self-emp-inc,163234,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,55,United-States,>50K,test,0,1,0,1,-1902,0,1,0.0,12.00294615930303,55-64,very_high,1,1,Self-employed
50,Local-gov,166423,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,test,0,0,0,1,0,0,0,0.0,12.02229402773822,45-54,standard_40,1,1,Government
33,Private,239071,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,46,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,12.384520040775527,25-34,overtime,1,0,Private
40,Private,190292,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,12.15632026858247,35-44,standard_40,1,0,Private
38,Private,170783,Assoc-voc,11,Divorced,Other-service,Own-child,White,Male,0,0,25,United-States,<=50K,test,0,1,0,0,0,0,0,0.0,12.048154879133671,35-44,reduced,1,0,Private
28,Private,239539,HS-grad,9,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,0,45,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,12.386475696501497,25-34,overtime,1,0,Private
48,Private,164200,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,test,0,0,0,1,0,0,0,0.0,12.008846566115903,45-54,standard_40,1,1,Private
52,Private,177647,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,47,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,12.087559343294046,45-54,overtime,1,0,Private
