age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,split,capital_gain_topcoded,hours_iqr_outlier,high_sampling_weight,income_binary,net_capital,has_capital_gain,has_capital_loss,log_capital_gain,log_fnlwgt,age_group,hours_group,is_united_states,is_married,workclass_simplified,workclass_code,education_code,marital_status_code,occupation_code,relationship_code,race_code,sex_code,native_country_code,age_group_code,hours_group_code,workclass_simplified_code,age_z,education_num_z,hours_per_week_z,log_capital_gain_z,log_fnlwgt_z,net_capital_z
30,Private,175323,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,52,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,12.074390969695704,25-34,very_high,1,1,Private,3,8,2,3,5,4,0,38,1,4,1,-0.6307851564059495,0.35845502194651807,0.9341546671491676,-0.2980141118316148,0.14488339314740947,-0.13268256725509925
22,Private,125010,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,<=50K,test,0,1,0,0,0,0,0,0.0,11.736157012412665,17-24,part_time,1,0,Private,3,9,4,0,1,4,0,38,0,1,1,-1.2143491839469733,1.1365954198063153,-1.648400865802001,-0.2980141118316148,-0.39137224767045237,-0.13268256725509925
18,Unknown,201871,12th,8,Never-married,Unknown,Own-child,White,Male,0,0,7,United-States,<=50K,test,0,1,0,0,0,0,0,0.0,12.215389112167523,17-24,part_time,1,0,Unpaid/Unknown,7,2,4,14,3,4,1,38,0,1,3,-1.5061311977174852,-0.8087555748431777,-2.6975640510634133,-0.2980141118316148,0.368429987500977,-0.13268256725509925
28,Private,203171,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,12.221808189916231,25-34,standard_40,1,0,Private,3,15,0,2,1,4,1,38,1,3,1,-0.7766761632912054,-0.030615176983380503,-0.03430365770752064,-0.2980141118316148,0.3786071639123702,-0.13268256725509925
40,Private,53774,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,4064,0,12,United-States,<=50K,test,0,1,0,0,4064,1,0,8.310169021981912,10.89256395413593,35-44,part_time,1,1,Private,3,11,2,0,5,4,0,38,2,1,1,0.09866987802033036,-0.4196853759132791,-2.2940397490397935,3.0992767370013827,-1.7288533796347707,0.41080335619326436
29,Private,247867,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,test,0,0,0,1,0,0,0,0.0,12.420651625382996,25-34,standard_40,1,1,Private,3,9,2,9,0,4,1,38,1,3,1,-0.7037306598485774,1.1365954198063153,-0.03430365770752064,-0.2980141118316148,0.6938650249657027,-0.13268256725509925
28,Private,126135,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Female,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,11.745115968917318,25-34,standard_40,1,0,Private,3,15,4,4,1,4,0,38,1,3,1,-0.7766761632912054,-0.030615176983380503,-0.03430365770752064,-0.2980141118316148,-0.3771682008619831,-0.13268256725509925
23,Private,82067,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,30,United-States,<=50K,test,0,1,0,0,0,0,0,0.0,11.315303450886097,17-24,reduced,1,0,Private,3,15,4,2,3,4,1,38,0,2,1,-1.1414036805043453,-0.030615176983380503,-0.8413522617547609,-0.2980141118316148,-1.0586177783669837,-0.13268256725509925
45,Private,224559,10th,6,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,12.321898211035764,45-54,standard_40,1,1,Private,3,0,2,0,0,2,1,38,3,3,1,0.46339739523347023,-1.5868959727029748,-0.03430365770752064,-0.2980141118316148,0.5372956612060148,-0.13268256725509925
48,Local-gov,127675,Masters,14,Widowed,Prof-specialty,Unmarried,White,Female,0,0,44,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,11.757251083872092,45-54,overtime,1,0,Government,1,12,6,9,4,4,0,38,3,0,0,0.6822339055613542,1.5256656187362139,0.28851578391137545,-0.2980141118316148,-0.3579284890993203,-0.13268256725509925
47,Private,101825,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,test,0,0,0,1,0,0,0,0.0,11.53102075323932,45-54,standard_40,1,1,Private,3,11,2,0,5,4,0,38,3,3,1,0.6092884021187263,-0.4196853759132791,-0.03430365770752064,-0.2980141118316148,-0.7166071146886303,-0.13268256725509925
48,Self-emp-not-inc,259412,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,United-States,<=50K,test,0,1,0,0,0,0,0,0.0,12.466176665260237,45-54,part_time,1,1,Self-employed,5,14,2,11,0,4,1,38,3,1,2,0.6822339055613542,1.9147358176661124,-1.648400865802001,-0.2980141118316148,0.766043051171981,-0.13268256725509925
25,Private,166977,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1887,40,United-States,>50K,test,0,0,0,1,-1887,0,1,0.0,12.025617346193927,25-34,standard_40,1,1,Private,3,9,2,9,5,4,0,38,1,3,1,-0.9955126736190893,1.1365954198063153,-0.03430365770752064,-0.2980141118316148,0.06755487493459275,-0.3850344219664827
63,Private,546118,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,>50K,test,0,0,1,1,0,0,0,0.0,13.210592179697619,55-64,reduced,1,1,Private,3,15,2,3,0,4,1,38,4,2,1,1.776416457200774,-0.030615176983380503,-0.43782795973114075,-0.2980141118316148,1.946282379996444,-0.13268256725509925
42,Private,110318,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,11.61113144788658,35-44,standard_40,1,0,Private,3,11,6,3,1,4,0,38,2,3,1,0.24456088490558633,-0.4196853759132791,-0.03430365770752064,-0.2980141118316148,-0.5895949949135567,-0.13268256725509925
33,Private,175856,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,test,0,0,0,1,0,0,0,0.0,12.077426443763262,25-34,overtime,1,1,Private,3,9,2,3,0,4,1,38,1,0,1,-0.4119486460780655,1.1365954198063153,0.7727449463397196,-0.2980141118316148,0.1496960089603209,-0.13268256725509925
30,Private,156763,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,11.962496768701468,25-34,standard_40,1,0,Private,3,11,4,3,3,4,1,38,1,3,1,-0.6307851564059495,-0.4196853759132791,-0.03430365770752064,-0.2980141118316148,-0.03252013232934924,-0.13268256725509925
45,Self-emp-inc,213897,Masters,14,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,1902,40,Hong,>50K,test,0,0,0,1,-1902,0,1,0.0,12.273254544863157,45-54,standard_40,0,1,Self-employed,4,12,2,11,0,1,1,16,3,3,2,0.46339739523347023,1.5256656187362139,-0.03430365770752064,-0.2980141118316148,0.4601731848447993,-0.38704039855401356
24,Private,44493,Assoc-voc,11,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,10.703109627603078,17-24,standard_40,1,1,Private,3,8,2,2,5,4,0,38,0,3,1,-1.0684581770617172,0.35845502194651807,-0.03430365770752064,-0.2980141118316148,-2.029225205387245,-0.13268256725509925
34,Private,201156,11th,7,Never-married,Craft-repair,Not-in-family,White,Female,0,0,30,United-States,<=50K,test,0,1,0,0,0,0,0,0.0,12.211840976673004,25-34,reduced,1,0,Private,3,1,4,2,1,4,0,38,1,2,1,-0.3390031426354375,-1.1978257737730762,-0.8413522617547609,-0.2980141118316148,0.3628045686677943,-0.13268256725509925
27,Private,375703,Bachelors,13,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,12.836556878298037,25-34,standard_40,1,0,Private,3,9,4,0,3,2,0,38,1,3,1,-0.8496216667338333,1.1365954198063153,-0.03430365770752064,-0.2980141118316148,1.3532652215427534,-0.13268256725509925
31,Private,293594,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,3770,37,Puerto-Rico,<=50K,test,0,0,0,0,-3770,0,1,0.0,12.589956545604734,25-34,standard_40,0,0,Private,3,11,4,0,4,4,0,32,1,3,1,-0.5578396529633214,-0.4196853759132791,-0.2764182389216927,-0.2980141118316148,0.9622908188050531,-0.6368513495878578
44,Local-gov,183850,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,56,United-States,<=50K,test,0,1,0,0,0,0,0,0.0,12.121880925931379,35-44,very_high,1,1,Government,1,9,2,10,0,4,1,38,2,4,0,0.3904518917908423,1.1365954198063153,1.2569741087680637,-0.2980141118316148,0.22017671117538848,-0.13268256725509925
27,Private,84433,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,11.343725443066246,25-34,overtime,1,0,Private,3,15,4,3,1,4,0,38,1,0,1,-0.8496216667338333,-0.030615176983380503,0.7727449463397196,-0.2980141118316148,-1.013555911272628,-0.13268256725509925
62,Unknown,296485,Assoc-voc,11,Separated,Unknown,Not-in-family,White,Male,0,0,10,United-States,<=50K,test,0,1,0,0,0,0,0,0.0,12.59975527876719,55-64,part_time,1,0,Unpaid/Unknown,7,8,5,14,1,4,1,38,4,1,3,1.7034709537581458,0.35845502194651807,-2.4554494698492415,-0.2980141118316148,0.9778262960038709,-0.13268256725509925
28,Private,214026,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,35,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,12.273857454269747,25-34,reduced,1,0,Private,3,11,0,11,4,4,0,38,1,2,1,-0.7766761632912054,-0.4196853759132791,-0.43782795973114075,-0.2980141118316148,0.4611290722216406,-0.13268256725509925
40,Local-gov,104235,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2051,30,United-States,<=50K,test,0,1,0,0,-2051,0,1,0.0,11.554412838077047,35-44,reduced,1,1,Government,1,9,2,9,0,4,1,38,2,2,0,0.09866987802033036,1.1365954198063153,-0.8413522617547609,-0.2980141118316148,-0.6795199530520942,-0.4069664326568202
42,Private,212894,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,>50K,test,0,1,0,1,0,0,0,0.0,12.268554365401467,35-44,very_high,1,1,Private,3,9,2,11,0,4,1,38,2,4,1,0.24456088490558633,1.1365954198063153,2.3868421544342002,-0.2980141118316148,0.45272124900301114,-0.13268256725509925
24,Private,446647,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,15,United-States,<=50K,test,0,1,0,0,0,0,0,0.0,13.009526091340938,17-24,part_time,1,0,Private,3,9,4,0,3,4,1,38,0,1,1,-1.0684581770617172,1.1365954198063153,-2.051925167825621,-0.2980141118316148,1.6275005967462628,-0.13268256725509925
56,Private,530099,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,test,0,0,1,0,0,0,0,0.0,13.180820946975897,55-64,standard_40,1,0,Private,3,11,4,2,1,4,1,38,4,3,1,1.265797933102378,-0.4196853759132791,-0.03430365770752064,-0.2980141118316148,1.8990813490610297,-0.13268256725509925
27,Private,42850,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Unknown,<=50K,test,0,0,0,0,0,0,0,0.0,10.665484260976488,25-34,standard_40,0,0,Private,3,11,4,2,1,4,1,39,1,3,1,-0.8496216667338333,-0.4196853759132791,-0.03430365770752064,-0.2980141118316148,-2.0888786336042857,-0.13268256725509925
43,Private,120277,Some-college,10,Divorced,Sales,Unmarried,White,Male,0,0,55,United-States,<=50K,test,0,1,0,0,0,0,0,0.0,11.697561009095914,35-44,very_high,1,0,Private,3,15,0,11,4,4,1,38,2,4,1,0.3175063883482143,-0.030615176983380503,1.1762692483633397,-0.2980141118316148,-0.45256457932718486,-0.13268256725509925
56,Private,146554,HS-grad,9,Separated,Adm-clerical,Other-relative,Black,Female,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,11.895156063605478,55-64,standard_40,1,0,Private,3,11,5,0,2,2,0,38,4,3,1,1.265797933102378,-0.4196853759132791,-0.03430365770752064,-0.2980141118316148,-0.1392859735076138,-0.13268256725509925
20,Private,44793,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,60,United-States,<=50K,test,0,1,0,0,0,0,0,0.0,10.709829480862416,17-24,very_high,1,0,Private,3,15,4,13,1,4,1,38,0,4,1,-1.3602401908322292,-0.030615176983380503,1.5797935503869598,-0.2980141118316148,-2.0185711621186906,-0.13268256725509925
52,Private,182907,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,<=50K,test,0,1,0,0,0,0,0,0.0,12.116738573170899,45-54,very_high,1,1,Private,3,11,2,13,0,4,1,38,3,4,1,0.9740159193318662,-0.4196853759132791,1.1762692483633397,-0.2980141118316148,0.21202372826074006,-0.13268256725509925
50,Private,341797,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Canada,>50K,test,0,0,0,1,0,0,0,0.0,12.741975198271435,45-54,standard_40,0,1,Private,3,7,2,2,0,4,1,1,3,3,1,0.8281249124466101,0.7475252208764167,-0.03430365770752064,-0.2980141118316148,1.2033099661931195,-0.13268256725509925
29,Private,226441,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,12.330244120473365,25-34,standard_40,1,0,Private,3,15,4,0,1,4,0,38,1,3,1,-0.7037306598485774,-0.030615176983380503,-0.03430365770752064,-0.2980141118316148,0.5505277478055379,-0.13268256725509925
23,Private,48988,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,50,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,10.799351062095239,17-24,overtime,1,0,Private,3,15,4,0,1,4,1,38,0,0,1,-1.1414036805043453,-0.030615176983380503,0.7727449463397196,-0.2980141118316148,-1.876638479496693,-0.13268256725509925
32,Private,252646,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,test,0,0,0,1,0,0,0,0.0,12.43974853651538,25-34,standard_40,1,1,Private,3,8,2,2,0,4,1,38,1,3,1,-0.4848941495206935,0.35845502194651807,-0.03430365770752064,-0.2980141118316148,0.7241423702659802,-0.13268256725509925
27,Unknown,214695,Bachelors,13,Married-civ-spouse,Unknown,Husband,White,Male,0,0,30,United-States,<=50K,test,0,1,0,0,0,0,0,0.0,12.276978353045905,25-34,reduced,1,1,Unpaid/Unknown,7,9,2,14,0,4,1,38,1,2,3,-0.8496216667338333,1.1365954198063153,-0.8413522617547609,-0.2980141118316148,0.46607712529880696,-0.13268256725509925
23,Private,189194,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,12.150533508189403,17-24,standard_40,1,0,Private,3,15,4,6,3,4,1,38,0,3,1,-1.1414036805043453,-0.030615176983380503,-0.03430365770752064,-0.2980141118316148,0.2656041690902822,-0.13268256725509925
28,Private,68021,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,11.127586461245654,25-34,standard_40,1,0,Private,3,9,0,9,1,4,0,38,1,3,1,-0.7766761632912054,1.1365954198063153,-0.03430365770752064,-0.2980141118316148,-1.3562351299204765,-0.13268256725509925
32,Private,117369,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,48,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,11.67308661709417,25-34,overtime,1,0,Private,3,11,4,7,1,4,1,38,1,0,1,-0.4848941495206935,-0.4196853759132791,0.6113352255302715,-0.2980141118316148,-0.4913676932189703,-0.13268256725509925
19,Private,340094,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K,test,0,1,0,0,0,0,0,0.0,12.736980269328853,17-24,part_time,1,0,Private,3,15,4,11,3,4,0,38,0,1,1,-1.433185694274857,-0.030615176983380503,-1.648400865802001,-0.2980141118316148,1.195390717509575,-0.13268256725509925
34,Local-gov,161113,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,11.989867467934262,25-34,standard_40,1,1,Government,1,15,2,13,0,4,1,38,1,3,0,-0.3390031426354375,-0.030615176983380503,-0.03430365770752064,-0.2980141118316148,0.010874954239183186,-0.13268256725509925
23,State-gov,279243,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,38,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,12.539841230577071,17-24,standard_40,1,1,Government,6,11,2,10,0,4,1,38,0,3,0,-1.1414036805043453,-0.4196853759132791,-0.19571337851696868,-0.2980141118316148,0.8828351053964225,-0.13268256725509925
49,Private,110669,10th,6,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,32,United-States,<=50K,test,0,1,0,0,0,0,0,0.0,11.614308079258832,45-54,reduced,1,0,Private,3,0,0,6,1,4,0,38,3,2,1,0.7551794090039822,-1.5868959727029748,-0.6799425409453128,-0.2980141118316148,-0.5845585801613156,-0.13268256725509925
17,Private,121470,12th,8,Never-married,Transport-moving,Own-child,White,Male,0,0,10,Unknown,<=50K,test,0,1,0,0,0,0,0,0.0,11.707430830145817,17-24,part_time,0,0,Private,3,2,4,13,3,4,1,39,0,1,1,-1.5790767011601132,-0.8087555748431777,-2.4554494698492415,-0.2980141118316148,-0.4369163952879794,-0.13268256725509925
39,Private,453686,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K,test,0,0,0,1,0,0,0,0.0,13.025162811946412,35-44,standard_40,1,0,Private,3,9,0,9,1,4,1,38,2,3,1,0.025724374577702387,1.1365954198063153,-0.03430365770752064,-0.2980141118316148,1.652291956241731,-0.13268256725509925
32,Private,281219,Assoc-voc,11,Divorced,Sales,Unmarried,White,Female,0,1380,40,United-States,<=50K,test,0,0,0,0,-1380,0,1,0.0,12.546892560144807,25-34,standard_40,1,0,Private,3,8,0,11,4,4,0,38,1,3,1,-0.4848941495206935,0.35845502194651807,-0.03430365770752064,-0.2980141118316148,0.8940146903391598,-0.3172324133079393
30,Private,235738,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,12.37048053981008,25-34,standard_40,1,0,Private,3,11,0,7,4,4,0,38,1,3,1,-0.6307851564059495,-0.4196853759132791,-0.03430365770752064,-0.2980141118316148,0.614320889715208,-0.13268256725509925
25,Private,272167,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,30,United-States,<=50K,test,0,1,0,0,0,0,0,0.0,12.514174801671519,25-34,reduced,1,0,Private,3,9,4,0,1,4,1,38,1,2,1,-0.9955126736190893,1.1365954198063153,-0.8413522617547609,-0.2980141118316148,0.8421420673856492,-0.13268256725509925
76,Unknown,84737,Bachelors,13,Widowed,Unknown,Other-relative,Asian-Pac-Islander,Male,0,0,32,China,<=50K,test,0,1,0,0,0,0,0,0.0,11.347319422297119,65+,reduced,0,0,Unpaid/Unknown,7,9,6,14,2,1,1,2,5,2,3,2.7247080019549377,1.1365954198063153,-0.6799425409453128,-0.2980141118316148,-1.007857809133448,-0.13268256725509925
62,Private,176965,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,12.083712902708763,55-64,standard_40,1,1,Private,3,5,2,7,0,4,1,38,4,3,1,1.7034709537581458,-2.365036370562772,-0.03430365770752064,-0.2980141118316148,0.15966292386553843,-0.13268256725509925
61,Private,101701,Bachelors,13,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,20,United-States,<=50K,test,0,1,0,0,0,0,0,0.0,11.529802247526666,55-64,part_time,1,1,Private,3,9,2,7,0,2,1,38,4,1,1,1.630525450315518,1.1365954198063153,-1.648400865802001,-0.2980141118316148,-0.7185390039851047,-0.13268256725509925
33,Private,22405,HS-grad,9,Separated,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,0,72,United-States,<=50K,test,0,1,0,0,0,0,0,0.0,10.017084059118668,25-34,very_high,1,0,Private,3,11,5,7,4,0,0,38,1,4,1,-0.4119486460780655,-0.4196853759132791,2.5482518752436483,-0.2980141118316148,-3.1168897432715763,-0.13268256725509925
50,Private,98815,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,46,United-States,>50K,test,0,0,0,1,0,0,0,0.0,11.501014813944394,45-54,overtime,1,1,Private,3,8,2,0,0,4,1,38,3,0,1,0.8281249124466101,0.35845502194651807,0.4499255047208235,-0.2980141118316148,-0.7641802629739074,-0.13268256725509925
43,Private,195897,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,test,0,0,0,1,0,0,0,0.0,12.185349394590062,35-44,standard_40,1,1,Private,3,11,2,2,0,4,1,38,2,3,1,0.3175063883482143,-0.4196853759132791,-0.03430365770752064,-0.2980141118316148,0.3208032851766782,-0.13268256725509925
27,Private,96718,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,39,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,11.479565146111982,25-34,standard_40,1,1,Private,3,11,2,6,0,4,1,38,1,3,1,-0.8496216667338333,-0.4196853759132791,-0.11500851811224466,-0.2980141118316148,-0.7981878045619772,-0.13268256725509925
67,Private,126361,11th,7,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,9,United-States,>50K,test,0,1,0,1,0,0,0,0.0,11.746906082584369,65+,part_time,1,1,Private,3,1,2,7,0,2,1,38,5,1,1,2.0681984709712857,-1.1978257737730762,-2.5361543302539653,-0.2980141118316148,-0.37433005131788594,-0.13268256725509925
27,State-gov,56365,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,20,China,<=50K,test,0,1,0,0,0,0,0,0.0,10.939621418827507,25-34,part_time,0,1,Government,6,12,2,9,0,1,1,2,1,1,0,-0.8496216667338333,1.5256656187362139,-1.648400865802001,-0.2980141118316148,-1.6542457586668726,-0.13268256725509925
33,Federal-gov,344073,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Male,0,1408,50,United-States,<=50K,test,0,0,0,0,-1408,0,1,0.0,12.748612029500416,25-34,overtime,1,0,Government,0,9,4,10,1,4,1,38,1,0,0,-0.4119486460780655,1.1365954198063153,0.7727449463397196,-0.2980141118316148,1.2138323815422056,-0.3209769029379969
35,Private,306388,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,30,United-States,<=50K,test,0,1,0,0,0,0,0,0.0,12.632610815420835,35-44,reduced,1,0,Private,3,11,0,11,4,4,0,38,2,2,1,-0.2660576391928095,-0.4196853759132791,-0.8413522617547609,-0.2980141118316148,1.029917360437921,-0.13268256725509925
20,Private,143604,Some-college,10,Never-married,Sales,Unmarried,White,Female,0,0,2,United-States,<=50K,test,0,1,0,0,0,0,0,0.0,11.8748217539316,17-24,part_time,1,0,Private,3,15,4,11,4,4,0,38,0,1,1,-1.3602401908322292,-0.030615176983380503,-3.1010883530870337,-0.2980141118316148,-0.17152516188582026,-0.13268256725509925
26,Private,174592,Bachelors,13,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K,test,0,1,0,0,0,0,0,0.0,12.070212829945918,25-34,part_time,1,0,Private,3,9,4,7,3,4,0,38,1,1,1,-0.9225671701764613,1.1365954198063153,-2.051925167825621,-0.2980141118316148,0.13825912920021102,-0.13268256725509925
45,Self-emp-not-inc,48553,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K,test,0,1,0,0,0,0,0,0.0,10.790431859615053,45-54,very_high,1,1,Self-employed,5,15,2,2,0,4,1,38,3,4,2,0.46339739523347023,-0.030615176983380503,1.5797935503869598,-0.2980141118316148,-1.890779497979926,-0.13268256725509925
23,Private,358355,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,40,Mexico,<=50K,test,0,0,0,0,0,0,0,0.0,12.78928218468918,17-24,standard_40,0,1,Private,3,4,2,5,5,4,0,25,0,3,1,-1.1414036805043453,-2.7541065694926705,-0.03430365770752064,-0.2980141118316148,1.2783131933096112,-0.13268256725509925
48,Private,443377,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,13.002177958334396,45-54,overtime,1,0,Private,3,12,4,9,1,4,1,38,3,0,1,0.6822339055613542,1.5256656187362139,0.7727449463397196,-0.2980141118316148,1.6158504424983255,-0.13268256725509925
28,Local-gov,229656,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1485,40,United-States,>50K,test,0,0,0,1,-1485,0,1,0.0,12.344342170456391,25-34,standard_40,1,1,Government,1,12,2,3,5,4,0,38,1,3,0,-0.7766761632912054,1.5256656187362139,-0.03430365770752064,-0.2980141118316148,0.5728796100746583,-0.33127424942065536
40,Private,115516,Masters,14,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,China,<=50K,test,0,0,0,0,0,0,0,0.0,11.657172984260352,35-44,standard_40,0,1,Private,3,12,2,7,0,1,1,2,2,3,1,0.09866987802033036,1.5256656187362139,-0.03430365770752064,-0.2980141118316148,-0.5165980853463266,-0.13268256725509925
62,Private,189665,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K,test,0,0,0,1,15024,1,0,9.617470759403409,12.153019909495692,55-64,standard_40,1,1,Private,3,12,2,3,0,4,1,38,4,3,1,1.7034709537581458,1.5256656187362139,-0.03430365770752064,3.6337164358158747,0.2695462532516266,1.8765035828158199
52,Self-emp-not-inc,105010,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male,0,0,30,United-States,<=50K,test,0,1,0,0,0,0,0,0.0,11.561820385557278,45-54,reduced,1,0,Self-employed,5,15,4,2,4,4,1,38,3,2,2,0.9740159193318662,-0.030615176983380503,-0.8413522617547609,-0.2980141118316148,-0.6677755996678014,-0.13268256725509925
50,Private,320510,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K,test,0,1,0,1,0,0,0,0.0,12.677671876126752,45-54,very_high,1,1,Private,3,15,2,3,0,4,1,38,3,4,1,0.8281249124466101,-0.030615176983380503,1.5797935503869598,-0.2980141118316148,1.1013597672822557,-0.13268256725509925
43,Private,175943,HS-grad,9,Married-civ-spouse,Sales,Other-relative,White,Female,0,0,20,United-States,<=50K,test,0,1,0,0,0,0,0,0.0,12.077921041571532,35-44,part_time,1,1,Private,3,11,2,11,2,4,0,38,2,1,1,0.3175063883482143,-0.4196853759132791,-1.648400865802001,-0.2980141118316148,0.15048017287677565,-0.13268256725509925
44,Private,89172,Masters,14,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,test,0,0,0,0,0,0,0,0.0,11.3983335821651,35-44,standard_40,1,0,Private,3,12,0,0,1,4,1,38,2,3,1,0.3904518917908423,1.5256656187362139,-0.03430365770752064,-0.2980141118316148,-0.9269770152281327,-0.13268256725509925
